Time,asks,bids,price
2020-04-10 00:00:00 UTC,17525295.3333333,14669003.0,7276.91666666667
2020-04-10 01:00:00 UTC,19313879.0,15655037.25,7277.5
2020-04-10 02:00:00 UTC,16838311.6666667,18226649.6666667,7253.08333333333
2020-04-10 03:00:00 UTC,14015139.0,18763532.0,7208.25
2020-04-10 04:00:00 UTC,14010127.0,11578018.0,7127.0
2020-04-10 05:00:00 UTC,11640078.6666667,12250636.6666667,6954.41666666667
2020-04-10 06:00:00 UTC,15390902.75,15367874.0,6972.0
2020-04-10 07:00:00 UTC,13530649.75,13762397.0,6912.5
2020-04-10 08:00:00 UTC,16401944.25,13810636.25,6930.0
2020-04-10 09:00:00 UTC,13224913.0,18336014.0,6899.08333333333
2020-04-10 10:00:00 UTC,22991806.0,12999530.75,6922.75
2020-04-10 11:00:00 UTC,18224595.75,15685315.0,6914.25
2020-04-10 12:00:00 UTC,17519593.75,16373653.0,6910.75
2020-04-10 13:00:00 UTC,16103419.0,16111677.75,6891.125
2020-04-10 14:00:00 UTC,18071419.6666667,15444687.3333333,6883.91666666667
2020-04-10 15:00:00 UTC,15119292.5,16076574.0,6811.125
2020-04-10 16:00:00 UTC,16342346.0,11077020.0,6821.125
2020-04-10 17:00:00 UTC,20518209.0,11833424.6666667,6875.41666666667
2020-04-10 18:00:00 UTC,19147263.25,12606859.25,6887.625
2020-04-10 19:00:00 UTC,19194743.5,16393742.75,6923.875
2020-04-10 20:00:00 UTC,15935830.25,15150865.0,6906.5
2020-04-10 21:00:00 UTC,20393762.0,14244906.0,6919.25
2020-04-10 22:00:00 UTC,16889767.0,14148448.75,6897.625
2020-04-10 23:00:00 UTC,12741304.0,15900256.6666667,6853.25
2020-04-11 00:00:00 UTC,16741102.25,11574584.75,6887.125
2020-04-11 01:00:00 UTC,25741374.0,12742988.3333333,6908.41666666667
2020-04-11 02:00:00 UTC,26690439.0,13196175.0,6911.58333333333
2020-04-11 03:00:00 UTC,27025501.0,13846224.6666667,6915.08333333333
2020-04-11 04:00:00 UTC,28657091.75,13877659.75,6932.0
2020-04-11 05:00:00 UTC,27779655.0,15439148.6666667,6930.91666666667
2020-04-11 06:00:00 UTC,28743695.0,15278479.3333333,6934.41666666667
2020-04-11 07:00:00 UTC,15771718.0,17101907.0,6893.25
2020-04-11 08:00:00 UTC,17491412.75,16373659.0,6889.625
2020-04-11 09:00:00 UTC,14413328.6666667,18235773.3333333,6866.41666666667
2020-04-11 10:00:00 UTC,16949757.75,16743778.0,6861.625
2020-04-11 11:00:00 UTC,19678007.6666667,12187350.0,6887.75
2020-04-11 12:00:00 UTC,18064572.3333333,13881902.3333333,6879.41666666667
2020-04-11 13:00:00 UTC,18685550.75,16450968.5,6872.375
2020-04-11 14:00:00 UTC,18262650.6666667,17302198.3333333,6834.58333333333
2020-04-11 15:00:00 UTC,17265937.3333333,15141057.3333333,6841.91666666667
2020-04-11 16:00:00 UTC,15641885.25,17458078.0,6837.625
2020-04-11 17:00:00 UTC,14740451.3333333,18828467.3333333,6810.25
2020-04-11 18:00:00 UTC,15277923.0,17623186.0,6804.75
2020-04-11 19:00:00 UTC,15271725.3333333,17079227.0,6816.58333333333
2020-04-11 20:00:00 UTC,12049574.5,18507880.5,6780.25
2020-04-11 21:00:00 UTC,15043254.0,14831054.3333333,6802.33333333333
2020-04-11 22:00:00 UTC,19069007.3333333,11283135.6666667,6869.58333333333
2020-04-11 23:00:00 UTC,22191772.0,12273184.5,6875.375
2020-04-12 00:00:00 UTC,20071268.6666667,15442427.6666667,6879.75
2020-04-12 01:00:00 UTC,18062410.3333333,15178626.3333333,6868.41666666667
2020-04-12 02:00:00 UTC,13040152.0,17260780.5,6818.25
2020-04-12 03:00:00 UTC,15923429.3333333,15756721.3333333,6824.58333333333
2020-04-12 04:00:00 UTC,16315732.0,15900626.3333333,6815.75
2020-04-12 05:00:00 UTC,17813634.6666667,15467282.3333333,6829.91666666667
2020-04-12 06:00:00 UTC,18928394.6666667,15545762.3333333,6833.75
2020-04-12 07:00:00 UTC,19034048.0,16392695.0,6827.41666666667
2020-04-12 08:00:00 UTC,20565192.3333333,18870042.3333333,6838.75
2020-04-12 09:00:00 UTC,21156157.3333333,16556028.6666667,6853.08333333333
2020-04-12 10:00:00 UTC,20475303.3333333,18869001.3333333,6842.25
2020-04-12 11:00:00 UTC,22087208.6666667,14241460.6666667,6861.25
2020-04-12 12:00:00 UTC,21183238.6666667,16188744.3333333,6907.08333333333
2020-04-12 13:00:00 UTC,22686145.0,18095865.6666667,6919.25
